event_id,state,district,slide_name,nh_sh_location,latitude,longitude,coord_valid,coord_issue,coord_collision,event_date,date_precision,history_raw,material_involved,movement_type
18794,Manipur,Kamjong,,"3 km SE of Khuntak Awang
Village",24.842778,94.357583,True,,False,,none,,Debris,Slide
18795,Manipur,Tamenglong,,Namkaolong,24.842944,93.439972,True,,False,,none,,Soil,Slide
18796,Manipur,Noney,,Irang,24.845611,93.498778,True,,False,,none,,Debris,Slide
18797,Manipur,Tamenglong,,Namkaolong,24.846028,93.43875,True,,False,,none,,Debris,Slide
18798,Manipur,Kamjong,,6.5 km N of Phungyar Village,24.846167,94.323778,True,,False,,none,,Debris,Slide
18799,Manipur,Kamjong,,Khuntak Awang Village Road,24.847417,94.358028,True,,False,,none,,Debris,Slide
18800,Manipur,Kamjong,,SE of Khuntak Awang Village,24.847436,94.325861,True,,False,,none,,Debris,Slide
18801,Manipur,Kamjong,,Khuntak Awang Village Road,24.847611,94.357889,True,,False,,none,,Debris,Slide
18802,Manipur,Tamenglong,Lamkaolong slide,,24.84833,93.45917,True,,True,2007-09-12,day,12 September 2007,Rock,Fall
18803,Manipur,Tamenglong,Tamenglong - Khongsang road slide,,24.84833,93.45917,True,,True,2008-06-19,day,19 June 2008,Debris,Slide
18804,Manipur,Kamjong,,0.5 km W of Laushing Village,24.849667,94.365306,True,,False,,none,,Debris,Slide
18805,Manipur,Noney,,Irang,24.85,93.497583,True,,False,,none,,Debris,Slide
18806,Manipur,Kamjong,,2 km E of Laushing Village,24.851194,94.361722,True,,False,,none,,Debris,Slide
18807,Manipur,Tamenglong,,Namkailong,24.851722,93.449389,True,,False,,none,,Debris,Slide
18808,Manipur,Kamjong,,0.5 km E of Laushing Village,24.851806,94.366083,True,,False,,none,,Debris,Slide
18809,Manipur,Kamjong,,0.45 km E of Laushing Village,24.852,94.366303,True,,False,,none,,Rock,Slide
18810,Manipur,Kamjong,,Laushing Village,24.852222,94.369333,True,,False,,none,,Debris,Slide
18811,Manipur,Tamenglong,,Namkailong,24.85225,93.449639,True,,False,,none,,Debris,Slide
18812,Manipur,Kamjong,,Laushing Village,24.853139,94.369875,True,,False,,none,,Debris,Slide
18813,Manipur,Tamenglong,Sejang,New Kaiphundai Sejang road.,24.85325,93.2449,True,,False,,none,,Debris,Slide
18814,Manipur,Noney,,data taken from NH-37,24.854044,93.585331,True,,False,,none,,Debris,Slide
18815,Manipur,Tamenglong,,Namkailong,24.8545,93.449036,True,,False,,none,,Debris,Slide
18816,Manipur,Noney,,NH-37,24.854806,93.573444,True,,False,,none,,Debris,Slide
18817,Manipur,Noney,Longmai Slide,"NH-37(Imphal-Jiribam road)/
Longmai",24.85536111,93.62402778,True,,False,2020,year,"last week of June, 2020.",Debris,Slide
18818,Manipur,Ukhrul,,Marou,24.858778,94.233139,True,,False,,none,,Rock cum debris,Slide
18819,Manipur,Noney,,"NH-37, 310 ABOVE THE ROAD",24.860347,93.572383,True,,False,,none,,Debris,Slide
18820,Manipur,Noney,,Noney town,24.860639,93.62675,True,,False,,none,,Debris,Slide
18821,Manipur,Tamenglong,,NH-137,24.860889,93.463222,True,,False,,none,,Debris,Slide
18822,Manipur,Noney,,Noney Town,24.861264,93.627742,True,,False,,none,,Debris,Slide
18823,Manipur,Tamenglong,Lukhambi slide,"NH-53(Imphal-Jiribam, 3km
from None towards Nungba)",24.862444,93.610639,True,,False,2010-06-05,day,05 June 2010,,Slide
18824,Manipur,Noney,,NH-37,24.862444,93.598194,True,,False,,none,,Debris,Slide
18825,Manipur,Noney,Khumji Noney Slide,"NH-37(Imphal-Jiribam road)/
Noney town",24.86269444,93.62405556,True,,False,2020,year,"2nd week of July, 2020.",Rock,Slide
18826,Manipur,Noney,,NH-37,24.862778,93.585333,True,,False,,none,,Debris,Slide
18827,Manipur,Noney,,"Below NH-37, Noney town",24.862903,93.616397,True,,False,,none,,Debris,Slide
18828,Manipur,Noney,,NH-37,24.863272,93.574044,True,,False,,none,,Debris,Slide
18829,Manipur,Noney,,NH-37,24.863414,93.598719,True,,False,,none,,Rock,Fall
18830,Manipur,Noney,,NH-37,24.86375,93.598917,True,,False,,none,,Debris,Slide
18831,Manipur,Noney,,"Lukhambi, Noney, NH-37",24.864739,93.625244,True,,False,,none,,Debris,Slide
18832,Manipur,Kangpokpi,,Kangchup Ponlen,24.864833,93.772583,True,,False,,none,,Rock cum debris,Slide
18833,Manipur,Kangpokpi,,Kangchup Ponlen,24.866972,93.7745,True,,False,,none,,Rock cum debris,Slide
18834,Manipur,Kamjong,,"Chattrick
Kamjong road",24.867139,94.566889,True,,False,,none,,Debris,Slide
18835,Manipur,Noney,,"Data taken from Noney-
Haochong road.",24.867694,93.625858,True,,False,,none,,Debris,Subsidence
18836,Manipur,Ukhrul,,Marou,24.869028,94.234611,True,,False,,none,,Debris,Slide
18837,Manipur,Kangpokpi,,Kangchup Ponlen,24.869889,93.779444,True,,False,,none,,Soil cum debris,Slide
18838,Manipur,Kamjong,,"Chattrick
Kamjong road",24.869917,94.592417,True,,False,,none,,Debris,Slide
18839,Manipur,Kamjong,,"Chattrick
Kamjong road",24.870028,94.588778,True,,False,,none,,Debris,Slide
18840,Manipur,Kamjong,,"Chattrick
Kamjong road",24.8705,94.589944,True,,False,,none,,Debris,Slide
18841,Manipur,Kamjong,,"Chattrick
Kamjong road",24.870806,94.591111,True,,False,,none,,Debris,Slide
18842,Manipur,Kangpokpi,,Kangchup Ponlen,24.871361,93.778667,True,,False,,none,,Rock cum debris,Slide
18843,Manipur,Ukhrul,,Marou,24.871528,94.234056,True,,False,,none,,Debris,Slide
18844,Manipur,Kangpokpi,,Kangchup Ponlen,24.871694,93.776861,True,,False,,none,,Rock cum debris,Slide
18845,Manipur,Kangpokpi,,Kangchup Ponlen,24.871861,93.778111,True,,False,,none,,Rock cum debris,Slide
18846,Manipur,Kamjong,,"Chattrick
Kamjong road",24.871889,94.580417,True,,False,,none,,Soil,Slide
18847,Manipur,Noney,,"Data taken from Noney-
Haochong road.",24.872153,93.623861,True,,False,,none,,Debris,Slide
18848,Manipur,Kangpokpi,,Kangchup Ponlen,24.872917,93.779167,True,,False,,none,,Rock cum debris,Slide
18849,Manipur,Tamenglong,,NH-137,24.874222,93.466667,True,,False,,none,,Debris,Slide
18850,Manipur,Ukhrul,,Marou,24.8745,94.235833,True,,False,,none,,Debris,Slide
18851,Manipur,Tamenglong,,Sangrungpang,24.877417,93.460583,True,,False,,none,,Rock,Slide
18852,Manipur,Kamjong,,1 km N of Shakok Village,24.883132,94.31281,True,,False,,none,,Debris,Slide
18853,Manipur,Tamenglong,,NH-137,24.883194,93.465667,True,,False,,none,,Debris,Slide
18854,Manipur,Kamjong,,"Chattrick
Kamjong road",24.884389,94.601306,True,,False,,none,,Debris,Slide
18855,Manipur,Kamjong,,"Chattrick
Kamjong road",24.884889,94.613222,True,,False,,none,,Debris,Slide
18856,Manipur,Kamjong,,1.5 km N of Shakok Village,24.8852,94.313301,True,,False,,none,,Rock,Slide
18857,Manipur,Kamjong,,"Chattrick
Kamjong road",24.887722,94.610194,True,,False,,none,,Debris,Slide
18858,Manipur,Tamenglong,,NH-137,24.888472,93.473028,True,,False,,none,,Debris,Slide
18859,Manipur,Kamjong,,"Chattrick
Kamjong road",24.888528,94.601694,True,,False,,none,,Soil,Slide
18860,Manipur,Noney,,Noney to Kabui Khullen road,24.888556,93.641472,True,,False,,none,,Debris,Slide
18861,Manipur,Kamjong,,N of Shakok Village,24.889031,94.306125,True,,False,,none,,Debris,Slide
18862,Manipur,Noney,,"Data taken from Haochong
village- Noney highway",24.890167,93.707572,True,,False,,none,,Debris,Slide
18863,Manipur,Tamenglong,,Tabanglong,24.890333,93.466667,True,,False,,none,,Debris,Slide
18864,Manipur,Kamjong,,"Chattrick
Kamjong road",24.8905,94.607056,True,,False,,none,,Debris,Slide
18865,Manipur,Kamjong,,2 km N of Shakok Village,24.890806,94.319308,True,,False,,none,,Debris,Slide
18866,Manipur,Ukhrul,,Marou,24.892028,94.238389,True,,False,,none,,Rock cum debris,Slide
18867,Manipur,Kamjong,,3 km N of Shakok Village,24.894359,94.320541,True,,False,,none,,Debris,Slide
18868,Manipur,Kamjong,,4 km N of Shakok Village,24.894944,94.323111,True,,False,,none,,Debris,Slide
18869,Manipur,Ukhrul,,Marou,24.895,94.242972,True,,False,,none,,Rock cum debris,Slide
18870,Manipur,Ukhrul,,T.Hungdung,24.895806,94.243944,True,,False,,none,,Rock cum debris,Slide
18871,Manipur,Kamjong,,4.5 km N of Shakok Village,24.897722,94.328472,True,,False,,none,,Rock,Topple
18872,Manipur,Tamenglong,,NH-137,24.898,93.487722,True,,False,,none,,Debris,Slide
18873,Manipur,Ukhrul,,2 km South of Phalang Village.,24.898438,94.328686,True,,False,,none,,Debris,Slide
18874,Manipur,Kamjong,,0.5 km W of Godah Village,24.901194,94.342444,True,,False,,none,,Debris,Slide
18875,Manipur,Tamenglong,"Tamenglong-Khongsang road (near
Tabanglong) slide",,24.90139,93.45389,True,,False,2008-06-19,day,19 June 2008,Debris,Slide
18876,Manipur,Kamjong,,1 km W of Godah Village,24.901444,94.338306,True,,False,,none,,Soil,Slide
18877,Manipur,Kamjong,,0.7 km W of Godah Village,24.901861,94.341944,True,,False,,none,,Debris,Slide
18878,Manipur,Kamjong,,3 km NW of Kamjong,24.906333,94.482917,True,,False,,none,,Debris,Slide
18879,Manipur,Ukhrul,,0.5 km South of Phalang Village.,24.90725,94.335333,True,,False,,none,,Debris,Slide
18880,Manipur,Kamjong,,5 km N of Shakok Village,24.908389,94.335056,True,,False,,none,,Rock,Topple
18881,Manipur,Kamjong,,5.2 km N of Shakok Village,24.908778,94.333417,True,,False,,none,,Rock,Fall
18882,Manipur,Kamjong,,N of Shakok Village,24.909542,94.316778,True,,False,,none,,Debris,Slide
18883,Manipur,Kamjong,,4.5 km NW of Kamjong,24.909889,94.486778,True,,False,,none,,Rock,Slide
18884,Manipur,Kamjong,,N of Shakok Village,24.910619,94.321092,True,,False,,none,,Debris,Slide
18885,Manipur,Ukhrul,,Singta,24.911194,94.242111,True,,False,,none,,Rock cum debris,Slide
18886,Manipur,Tamenglong,,Kahulong,24.911722,93.484361,True,,False,,none,,Debris,Slide
18887,Manipur,Ukhrul,,Marou,24.913611,94.242028,True,,False,,none,,Rock cum debris,Slide
18888,Manipur,Kamjong,,6 km NW of Kamjong,24.91475,94.464944,True,,False,,none,,Debris,Slide
18889,Manipur,Ukhrul,,Singta village,24.914778,94.242583,True,,False,,none,,Rock cum debris,Slide
18890,Manipur,Kamjong,,"Chahong
Khullen",24.9155,94.578333,True,,False,,none,,Debris,Slide
18891,Manipur,Kamjong,,"Chahong
Khullen",24.915806,94.578222,True,,False,,none,,Soil,Slide
18892,Manipur,Kamjong,,4.5 km NW of Kamjong,24.916083,94.486889,True,,False,,none,,Debris,Slide
18893,Manipur,Tamenglong,,Kahulong,24.916444,93.481556,True,,False,,none,,Debris,Slide
18894,Manipur,Tamenglong,,Akhui,24.917278,93.471167,True,,False,,none,,Debris,Slide
18895,Manipur,Kamjong,,"Chahong
Khullen",24.917611,94.576556,True,,False,,none,,Soil,Slide
18896,Manipur,Kamjong,,"Chahong
Khullen",24.9179,94.0,True,,False,,none,,Rock,Slide
18897,Manipur,Kamjong,,8 km NW of Kamjong,24.919751,94.461919,True,,False,,none,,Debris,Slide
18898,Manipur,Kamjong,,"Chahong
Khullen",24.919917,94.567111,True,,False,,none,,Soil,Slide
18899,Manipur,Kamjong,,"Chahong
Khullen",24.920056,94.568778,True,,False,,none,,Debris,Slide
18900,Manipur,Kamjong,,"Chahong
Khullen",24.921167,94.563361,True,,False,,none,,Debris,Slide
18901,Manipur,Noney,,"Data taken from Haochong
village",24.922861,93.633144,True,,False,,none,,Debris,Slide
18902,Manipur,Kamjong,,"Chahong
Khullen",24.924528,94.559833,True,,False,,none,,Debris,Slide
18903,Manipur,Ukhrul,,1.5 km South of Leiting Village.,24.925194,94.337056,True,,False,,none,,Debris,Slide
18904,Manipur,Noney,Kotlen landslide,NH37/Kotlen,24.9252,94.3371,True,,False,2018-06-06,day,06 June 2018,Rock,Slide
18905,Manipur,Kangpokpi,,Samuk,24.927139,93.789333,True,,False,,none,,Rock cum debris,Slide
18906,Manipur,Kangpokpi,,Samuk,24.930056,93.797167,True,,False,,none,,Debris,Slide
18907,Manipur,Ukhrul,,NH 102,24.930278,94.149361,True,,False,,none,,Rock cum debris,Slide
18908,Manipur,Tamenglong,,Ramlalong,24.930806,93.444833,True,,False,,none,,Debris,Slide
18909,Manipur,Ukhrul,,NH 102,24.930944,94.151639,True,,False,,none,,Soil,Slide
18910,Manipur,Ukhrul,,Singta village,24.931167,94.227111,True,,False,,none,,Rock,Slide
18911,Manipur,Ukhrul,,Singta village,24.931333,94.228917,True,,False,,none,,Rock cum debris,Slide
18912,Manipur,Kamjong,,E of Laushing Village,24.932631,94.417417,True,,False,,none,,Debris,Slide
18913,Manipur,Kamjong,,11 km NW of Kamjong,24.934336,94.460091,True,,False,,none,,Debris,Slide
18914,Manipur,Ukhrul,,NH 102,24.934833,94.184944,True,,False,,none,,Rock,Slide
18915,Manipur,Noney,,Noney to Kabui Khullen road,24.935611,93.654444,True,,False,,none,,Debris,Slide
18916,Manipur,Ukhrul,,NH 102,24.936361,94.160028,True,,False,,none,,Soil,Slide
18917,Manipur,Kamjong,,"Chahong
Khullen",24.938361,94.549556,True,,False,,none,,Debris,Slide
18918,Manipur,Ukhrul,,Sikibung,24.93875,94.181861,True,,False,,none,,Soil cum debris,Slide
18919,Manipur,Kamjong,,"Chahong
Khullen",24.938806,94.549278,True,,False,,none,,Rock,Slide
18920,Manipur,Kamjong,,"Chahong
Khullen",24.939167,94.548889,True,,False,,none,,Rock,Slide
18921,Manipur,Ukhrul,,Sikibung,24.940333,94.202556,True,,False,,none,,Rock cum debris,Slide
18922,Manipur,Kangpokpi,,Nakhujang,24.940583,94.008889,True,,False,,none,,Rock cum debris,Slide
18923,Manipur,Kangpokpi,,Nakhujang,24.940611,94.009083,True,,False,,none,,Rock cum debris,Slide
18924,Manipur,Ukhrul,,NH 102,24.940611,94.1515,True,,False,,none,,Soil,Slide
18925,Manipur,Ukhrul,,Sikibung,24.940944,94.201889,True,,False,,none,,Rock cum debris,Slide
18926,Manipur,Ukhrul,,NH 102,24.940972,94.151528,True,,False,,none,,Soil,Slide
18927,Manipur,Ukhrul,,Singta village,24.94125,94.220861,True,,False,,none,,Rock cum debris,Slide
18928,Manipur,Kamjong,,"Chahong
Khullen",24.94225,94.541056,True,,False,,none,,Soil,Slide
18929,Manipur,Tamenglong,,Tamenglong,24.942778,93.495333,True,,False,,none,,Debris,Slide
18930,Manipur,Kamjong,,12 km NW of Kamjong,24.943258,94.457787,True,,False,,none,,Rock,Slide
18931,Manipur,Noney,,,24.943778,93.706472,True,,False,,none,,Debris,Slide
18932,Manipur,Tamenglong,,Kahulong,24.943833,93.488917,True,,False,,none,,Debris,Slide
18933,Manipur,Kamjong,,"Chahong
Khullen",24.944083,94.538667,True,,False,,none,,Soil,Slide
18934,Manipur,Ukhrul,,Zelenbung,24.946889,94.155111,True,,False,,none,,Soil,Slide
18935,Manipur,Ukhrul,,Sikibung,24.946944,94.191194,True,,False,,none,,Soil cum debris,Slide
18936,Manipur,Ukhrul,,Sikibung,24.9475,94.188889,True,,False,,none,,Soil cum debris,Slide
18937,Manipur,Tamenglong,,Tamenglong,24.94775,93.492889,True,,False,,none,,Rock,Fall
18938,Manipur,Ukhrul,,Sikibung,24.947972,94.187972,True,,False,,none,,Soil cum debris,Slide
18939,Manipur,Kamjong,,"Chahong
Khullen",24.948056,94.534778,True,,False,,none,,Soil,Slide
18940,Manipur,Kamjong,,"Chahong
Khullen",24.948083,94.535556,True,,False,,none,,Debris,Slide
18941,Manipur,Ukhrul,,Zelenbung,24.948444,94.1555,True,,False,,none,,Soil,Slide
18942,Manipur,Kamjong,,1 km SE of Maku Village,24.948667,94.4835,True,,False,,none,,Debris,Slide
18943,Manipur,Ukhrul,,Zelenbung,24.949167,94.155389,True,,False,,none,,Soil,Slide
18944,Manipur,Kamjong,,0.5 km SE of Maku Village,24.949274,94.473427,True,,False,,none,,Debris,Slide
18945,Manipur,Tamenglong,,Kahulong,24.950139,93.481278,True,,False,,none,,Debris,Slide
18946,Manipur,Tamenglong,,Kahulong,24.950278,93.481917,True,,False,,none,,Debris,Slide
18947,Manipur,Tamenglong,,Kahulong,24.950361,93.482333,True,,False,,none,,Rock,Slide
18948,Manipur,Ukhrul,,NH 102,24.950583,94.177778,True,,False,,none,,Soil cum debris,Slide
18949,Manipur,Ukhrul,,NH 102,24.950583,94.186028,True,,False,,none,,Soil cum debris,Slide
18950,Manipur,Ukhrul,,NH 102,24.951444,94.179278,True,,False,,none,,Rock cum debris,Slide
18951,Manipur,Kamjong,,"Chahong
Khullen",24.952,94.529028,True,,False,,none,,Soil,Slide
18952,Manipur,Tamenglong,,Tamenglong,24.952611,93.487611,True,,False,,none,,Debris,Slide
18953,Manipur,Kamjong,,2.5 km SE of Maku Village,24.954887,94.493465,True,,False,,none,,Debris,Slide
18954,Manipur,Ukhrul,,Zelenbung,24.955167,94.157778,True,,False,,none,,Soil,Slide
18955,Manipur,Ukhrul,,Zelenbung,24.955972,94.157889,True,,False,,none,,Soil,Slide
18956,Manipur,Kamjong,,"Chahong
Khullen",24.956083,94.522278,True,,False,,none,,Debris,Slide
18957,Manipur,Kamjong,,"Chahong
Khullen",24.95625,94.520083,True,,False,,none,,Soil,Slide
18958,Manipur,Ukhrul,,Mayophung,24.956472,94.155694,True,,False,,none,,Rock cum debris,Fall
18959,Manipur,Kamjong,,0.5 km NE of Maku Village,24.957209,94.473616,True,,False,,none,,Debris,Slide
18960,Manipur,Kamjong,,0.5 km NE of Maku Village,24.957303,94.473342,True,,False,,none,,Debris,Slide
18961,Manipur,Kamjong,,"Chahong
Khullen",24.957333,94.50075,True,,False,,none,,Debris,Slide
18962,Manipur,Ukhrul,,Zelenbung,24.957833,94.162444,True,,False,,none,,Rock cum debris,Slide
18963,Manipur,Kamjong,,1 km NE of Maku Village,24.958261,94.473862,True,,False,,none,,Debris,Slide
18964,Manipur,Kamjong,,"Chattrick
khullen",24.958833,94.618917,True,,False,,none,,Soil,Slide
18965,Manipur,Kamjong,,Kamjong,24.964694,94.6175,True,,False,,none,,Soil,Slide
18966,Manipur,Noney,,,24.965053,93.731514,True,,False,,none,,Debris,Slide
18967,Manipur,Ukhrul,,Zelenbung,24.969056,94.173528,True,,False,,none,,Rock cum debris,Slide
18968,Manipur,Kamjong,,2 km NE of Maku Village,24.969479,94.483082,True,,False,,none,,Debris,Slide
18969,Manipur,Kamjong,,Chattrick,24.970167,94.618,True,,False,,none,,Debris,Slide
18970,Manipur,Tamenglong,,"Bhalok village, part-3,
Tamenglong district",24.971389,93.559056,True,,False,,none,,Debris,Slide
18971,Manipur,Noney,,Noney to Kabui Khullen road,24.974128,93.666128,True,,False,,none,,Debris,Slide
18972,Manipur,Noney,,Noney to Kabui Khullen road,24.975175,93.652939,True,,False,,none,,Debris,Slide
18973,Manipur,Ukhrul,,Mayophung,24.9755,94.155,True,,False,,none,,Soil cum debris,Slide
18974,Manipur,Tamenglong,,"Below Bhalok village, part-1,
Tamenglong district",24.975961,93.567983,True,,False,,none,,Debris,Slide
18975,Manipur,Tamenglong,,"above NH-137,Tamenglong
town towards Noney",24.97775,93.502639,True,,False,,none,,Debris,Slide
18976,Manipur,Kamjong,,Maokot,24.978139,94.614861,True,,False,,none,,Debris,Slide
18977,Manipur,Tamenglong,,NH-37,24.978389,93.502278,True,,False,,none,,Debris,Slide
18978,Manipur,Tamenglong,,Tamenglong,24.978444,93.5,True,,False,,none,,Debris,Slide
18979,Manipur,Tamenglong,,NH-137,24.978611,93.528278,True,,False,,none,,Soil,Slide
18980,Manipur,Kamjong,,Maokot,24.98025,94.613972,True,,False,,none,,Soil,Slide
18981,Manipur,Noney,,Noney to Kabui Khullen road,24.981031,93.654678,True,,False,,none,,Debris,Slide
18982,Manipur,Tamenglong,,NH-137,24.982611,93.52,True,,False,,none,,Debris,Slide
18983,Manipur,Tamenglong,,"16 Hougailong, Ward-4,
Tamenglong",24.982694,93.507,True,,False,,none,,Debris,Slide
18984,Manipur,Ukhrul,,Shongpel,24.982917,94.162639,True,,False,,none,,Rock cum debris,Slide
18985,Manipur,Noney,5 Km SSW of Kotlen Landslide (NH37),"NH37/ ImphalJiribam Highway/
5Kms from Kotlen towards
Noney.",24.983194,93.500417,True,,False,,none,"Initiated on 12-06-18 reactivated on 22-
06018",Debris,Slide
18986,Manipur,Ukhrul,,Mayophung,24.983528,94.158333,True,,False,2018-06-12,day,12 June 2018,Soil cum debris,Slide
18987,Manipur,Ukhrul,,Mayophung,24.983722,94.158306,True,,False,,none,,Soil,Slide
18988,Manipur,Tamenglong,,New Kanan Tamenglong,24.983806,93.497528,True,,False,2018-06-22,day,22 June 2018,Debris,Slide
18989,Manipur,Tamenglong,,"Above NH-137,Tamenglong
town towards Tamei",24.984528,93.509861,True,,False,,none,,Soil,Slide
18990,Manipur,Tamenglong,,NH-137,24.984722,93.524917,True,,False,,none,,Rock,Slide
18991,Manipur,Tamenglong,Makru Bridge Landslide,"NH37/ ImphalJiribam Highway/
Makru Bridge",24.985167,93.508306,True,,False,2018-05-03,day,3 May 2018,Debris,Slide
18992,Manipur,Tamenglong,,Neigailong Tamenglong,24.985389,93.49275,True,,False,,none,,Debris,Slide
18993,Manipur,Tamenglong,New Kanan Slide,New Kanan village,24.98575,93.497389,True,,False,2014,year,2014,Soil,Slide
18994,Manipur,Tamenglong,,Neigailong Tamenglong,24.985806,93.492972,True,,False,,none,,Soil,Slide
18995,Manipur,Kamjong,,Maokot,24.985833,94.60825,True,,False,,none,,Debris,Slide
18996,Manipur,Tamenglong,,"Tamenglong- Tamei road, New
Salem, Tamenglong",24.985944,93.504944,True,,False,,none,,Soil,Slide
18997,Manipur,Tamenglong,Tamenglong slide,,24.98611,93.50583,True,,False,2007-08-24,day,24 August 2007,Debris,Slide
18998,Manipur,Tamenglong,,Neigailong Tamenglong,24.986333,93.494361,True,,False,,none,,Debris,Slide
18999,Manipur,Tamenglong,,Neigailong Tamenglong,24.986444,93.494,True,,False,,none,,Debris,Slide
19000,Manipur,Tamenglong,,Neigailong Tamenglong,24.986472,93.49425,True,,False,,none,,Soil,Slide
19001,Manipur,Tamenglong,,"Below NH-137, New Salem
area.",24.986861,93.506028,True,,False,,none,,Debris,Slide
19002,Manipur,Tamenglong,New Salem Leikai slide,,24.98722,93.50361,True,,True,2007,year,28.08.2007,Debris,Slide
19003,Manipur,Tamenglong,New Salem Leikai-2 slide,,24.98722,93.50361,True,,True,2007,year,28.08.2007,Debris,Slide
19004,Manipur,Tamenglong,,NH-137,24.987361,93.525333,True,,False,,none,,Rock,Slide
19005,Manipur,Tamenglong,,"Below LS-15, New Salem,
Tamenglong",24.987464,93.506244,True,,False,,none,,Soil,Slide
19006,Manipur,Tamenglong,,"Below Police Station, New
Salem, Tamenglong",24.987583,93.506167,True,,False,,none,,Debris,Slide
19007,Manipur,Tamenglong,,Tamenglong,24.987667,93.494361,True,,False,,none,,Debris,Slide
19008,Manipur,Noney,,Noney to Kabui Khullen road,24.987986,93.671258,True,,False,,none,,Debris,Slide
19009,Manipur,Tamenglong,,"Tamenglong town, 150m NW of
LS-15",24.989697,93.507075,True,,False,,none,,Debris,Slide
19010,Manipur,Ukhrul,,NH 102,24.989944,94.233611,True,,False,,none,,Soil cum debris,Slide
19011,Manipur,Tamenglong,Capentry area slide,,24.99083,93.50583,True,,True,2007-08-28,day,28 August 2007,Debris,Slide
19012,Manipur,Tamenglong,Capentary area-2 slide,,24.99083,93.50583,True,,True,2007-08-28,day,28 August 2007,Debris,Slide
19013,Manipur,Ukhrul,,NH 102,24.991444,94.2345,True,,False,,none,,Rock cum debris,Slide
19014,Manipur,Kamjong,,Maokot,24.991833,94.603306,True,,False,,none,,Debris,Slide
19015,Manipur,Ukhrul,New Heaven Slide,Old Imphal ΓÇô Ukhrul road,24.992889,94.230583,True,,False,2018,year,"first week of July, 2018",Rock,Slide
19016,Manipur,Tamenglong,Guigailuang-2 slide,,24.99306,93.4975,True,,False,2007-08-28,day,28 August 2007,Debris,Slide
19017,Manipur,Ukhrul,,Lamlai Chingphei,24.994278,94.205917,True,,False,2007-08-28,day,28 August 2007,Rock cum debris,Slide
19018,Manipur,Kangpokpi,,Khonkon village,24.996444,94.021444,True,,False,,none,,Rock cum debris,Slide
19019,Manipur,Tamenglong,Tamenglong-2 slide,,24.99694,93.50222,True,,False,2007-08-28,day,28 August 2007,,
19020,Manipur,Kangpokpi,,Khonkon village,24.997972,94.020444,True,,False,2007-08-28,day,28 August 2007,Rock cum debris,Slide
19021,Manipur,Ukhrul,,Near Shangshak village,25.002611,94.330278,True,,False,,none,,Earth,Subsidence
19022,Manipur,Tamenglong,,Dailong road,25.006694,93.523444,True,,False,,none,,Rock,Slide
19023,Manipur,Ukhrul,,3km S of Gamnum village,25.007917,94.452972,True,,False,,none,,Debris,Slide
19024,Manipur,Ukhrul,,"Nearly 3 km away from
Finchcorner, on the way to
Shagshak",25.010139,94.317306,True,,False,,none,,Earth,Subsidence
19025,Manipur,Ukhrul,,"Nearly 6km from Changa on the
way to Gamnum",25.012111,94.464833,True,,False,,none,,Debris,Slide
19026,Manipur,Tamenglong,,Dailong road,25.013083,93.530111,True,,False,,none,,Debris,Slide
19027,Manipur,Tamenglong,,Dailong road,25.013161,93.529758,True,,False,,none,,Debris,Slide
19028,Manipur,Tamenglong,,Dailong road,25.013472,93.530472,True,,False,,none,,Rock,Slide
19029,Manipur,Senapati,,ALONG SAIKUL ROAD,25.016375,94.021711,True,,False,2015,year,2015,Debris,Slide
19030,Manipur,Ukhrul,,"Ukhrul- Imphal Highway, Near
Patkai College",25.019139,94.332472,True,,False,,none,,Debris,Subsidence
19031,Manipur,Ukhrul,,Nearly 2km N of Changa Village,25.020361,94.4095,True,,False,,none,,Debris,Subsidence
19032,Manipur,Ukhrul,,2km E of Gamnum,25.023056,94.449306,True,,False,,none,,Debris,Slide
19033,Manipur,Ukhrul,,2km E of Gamnum,25.023111,94.449361,True,,False,,none,,Debris,Slide
19034,Manipur,Tamenglong,,Dailong road,25.025472,93.537028,True,,False,,none,,Rock,Slide
19035,Manipur,Tamenglong,,Dailong road,25.025639,93.537222,True,,False,,none,,Rock,Slide
19036,Manipur,Ukhrul,,"Nearly 6km from Changa on the
way to Gamnum",25.027333,94.423583,True,,False,,none,,Debris,Slide
19037,Manipur,Ukhrul,,"Ukhrul- Imphal Highway, Near
Patkai College",25.027528,94.316806,True,,False,,none,,Debris,Slide
19038,Manipur,Senapati,,ALONG SAIKUL ROAD,25.028456,94.015522,True,,False,2014,year,2014,Debris,Slide
19039,Manipur,Tamenglong,,Dailong road,25.029333,93.586167,True,,False,,none,,Debris,Slide
19040,Manipur,Ukhrul,,"Nearly 6km from Changa on the
way to Gamnum",25.033278,94.431806,True,,False,,none,,Debris,Subsidence
19041,Manipur,Ukhrul,,Shangshak- Gamnum road.,25.033778,94.43625,True,,False,,none,,Debris,Slide
19042,Manipur,Ukhrul,,Ukhrul- Imphal Highway,25.034611,94.31925,True,,False,,none,,Debris,Subsidence
19043,Manipur,Senapati,,Along Saikul road,25.038753,94.152236,True,,False,2015,year,2015,Debris,Slide
19044,Manipur,Senapati,,Along Tungou raod via Imphal,25.042333,94.241111,True,,False,2015,year,2015,Debris,Slide
19045,Manipur,Senapati,,Along Tungou raod via Imphal,25.044111,94.233778,True,,False,2015,year,2015,Debris,Slide
